id,min_age,max_age,disease,calorie,difficulty,season,japanese_style,breakfast,lunch,dinner,reason,balance,advice
368,30,39,脂質異常症,2000,★★,秋,和食,ご飯・納豆・味噌汁・りんご,豚しゃぶ・野菜サラダ,鮭の焼き物・ひじき煮,生活習慣改善を意識した献立,たんぱく質★★★★★ 野菜★★★★★ 脂質管理★★★★★,食物繊維を増やしましょう
369,30,39,脂質異常症,2200,★★,冬,和食,玄米ご飯・卵焼き・味噌汁,親子丼・サラダ,さばの塩焼き・冷奴,肉と魚のバランスを考えた献立,たんぱく質★★★★★ 野菜★★★★☆ 脂質管理★★★★★,魚料理を取り入れる習慣を作りましょう
370,30,39,脂質異常症,2100,★★,通年,和食,ご飯・納豆・味噌汁・オレンジ,鶏肉の照り焼き・野菜サラダ,あじの南蛮漬け・豆腐,継続しやすい脂質改善献立,たんぱく質★★★★★ 野菜★★★★★ 脂質管理★★★★★,食事記録を続けましょう
371,30,39,脂質異常症,2300,★★,春,和食,玄米ご飯・納豆・味噌汁・いちご,鶏肉の蒸し料理・サラダ,鮭鍋・野菜料理,脂質管理と栄養補給を両立した献立,たんぱく質★★★★★ 野菜★★★★★ 脂質管理★★★★★,調理法を工夫しましょう
372,30,39,脂質異常症,1900,★,夏,和食,ご飯・納豆・味噌汁・桃,豚しゃぶ・野菜サラダ,赤魚の煮付け・青菜のおひたし,低脂質で続けやすい献立,たんぱく質★★★★☆ 野菜★★★★★ 脂質管理★★★★★,加工食品を減らしましょう
373,30,39,脂質異常症,2100,★★,秋,和食,玄米ご飯・卵・味噌汁・梨,鶏肉料理・野菜サラダ,鮭鍋・豆腐料理,秋の食材を利用した献立,たんぱく質★★★★★ 野菜★★★★★ 脂質管理★★★★★,旬の食材を活用しましょう
374,30,39,脂質異常症,1800,★,冬,和食,ご飯・納豆・味噌汁・みかん,鶏ささみ丼・サラダ,豆腐ハンバーグ・野菜スープ,脂質を抑えた健康維持献立,たんぱく質★★★★☆ 野菜★★★★★ 脂質管理★★★★★,極端な食事制限は避けましょう
375,30,39,脂質異常症,2200,★★,通年,中華,ご飯・卵スープ・ヨーグルト,八宝菜・ご飯,蒸し鶏・野菜炒め,油を控えた中華献立,たんぱく質★★★★☆ 野菜★★★★★ 脂質管理★★★★☆,炒め油の量を調整しましょう
376,30,39,脂質異常症,2100,★★,春,和食,ご飯・納豆・味噌汁・オレンジ,豚肉と野菜炒め,さばの塩焼き・冷奴,魚と肉を組み合わせた献立,たんぱく質★★★★★ 野菜★★★★☆ 脂質管理★★★★★,食品の組み合わせを意識しましょう
377,30,39,脂質異常症,2400,★★★,夏,洋食,全粒パン・卵・ヨーグルト,チキンステーキ・サラダ,魚のグリル・野菜スープ,活動量に合わせた栄養管理献立,たんぱく質★★★★★ 野菜★★★★★ 脂質管理★★★★☆,適度な運動を行いましょう
378,30,39,脂質異常症,2000,★,秋,和食,玄米ご飯・納豆・味噌汁・柿,鶏むね肉料理・野菜サラダ,ぶり大根・小松菜のおひたし,脂質改善を目的とした献立,たんぱく質★★★★★ 野菜★★★★★ 脂質管理★★★★★,毎日の野菜量を確認しましょう
379,30,39,脂質異常症,2300,★★,冬,和食,ご飯・卵・納豆・味噌汁,豚しゃぶ・ご飯・サラダ,鮭鍋・豆腐料理,体力維持と脂質管理を考えた献立,たんぱく質★★★★★ 野菜★★★★★ 脂質管理★★★★☆,体重変化を確認しましょう
380,30,39,脂質異常症,2100,★★,春,和食,ご飯・納豆・味噌汁・果物,鶏肉の照り焼き・野菜サラダ,さばのレモン焼き・冷奴,長期的に続けやすい脂質改善献立,たんぱく質★★★★★ 野菜★★★★★ 脂質管理★★★★★,定期的な健康チェックを行いましょう
381,40,49,なし,1800,★,春,和食,玄米ご飯・納豆・味噌汁・バナナ,鶏むね肉の照り焼き・野菜サラダ・ご飯,鮭の塩焼き・豆腐・ひじき煮,筋肉維持と生活習慣病予防を意識した献立,たんぱく質★★★★★ 野菜★★★★★ 脂質管理★★★★☆,食事量と運動量のバランスを意識しましょう
382,40,49,なし,1900,★,夏,和食,ご飯・卵焼き・納豆・味噌汁,豚しゃぶサラダ・ご飯,白身魚の焼き物・野菜煮物,栄養バランスを整えた家庭料理,たんぱく質★★★★★ 野菜★★★★★ バランス★★★★★,朝食を抜かないようにしましょう
383,40,49,なし,2000,★★,秋,和食,玄米ご飯・豆腐味噌汁・ヨーグルト・りんご,鶏肉と野菜炒め・ご飯,ぶり大根・小松菜のおひたし,食物繊維を確保した健康維持献立,たんぱく質★★★★★ 野菜★★★★★ 食物繊維★★★★★,旬の野菜を取り入れましょう
384,40,49,なし,2100,★★,冬,和食,ご飯・納豆・卵・味噌汁,豚肉の生姜焼き・キャベツ,鶏鍋・野菜料理,体力維持を考えた献立,たんぱく質★★★★★ 野菜★★★★★ バランス★★★★☆,塩分摂取量にも注意しましょう
385,40,49,なし,2200,★★,通年,洋食,全粒パン・卵・ヨーグルト,鶏肉のトマト煮・サラダ,白身魚のグリル・野菜スープ,栄養バランスを考えた洋風献立,たんぱく質★★★★★ 野菜★★★★★ 脂質管理★★★★☆,加工食品を控えましょう
386,40,49,なし,2300,★★★,春,和食,ご飯・納豆・卵・味噌汁,鶏肉丼・野菜サラダ,鮭のホイル焼き・冷奴,活動量が多い人向けの献立,たんぱく質★★★★★ 野菜★★★★☆ エネルギー★★★★★,運動習慣を継続しましょう
387,40,49,なし,1800,★,夏,和食,オートミール・牛乳・バナナ,鶏ささみサラダ・ご飯,豆腐ハンバーグ・野菜スープ,低カロリーでも栄養を確保した献立,たんぱく質★★★★☆ 野菜★★★★★ バランス★★★★★,間食を摂りすぎないようにしましょう
388,40,49,なし,2000,★★,秋,和食,ご飯・納豆・味噌汁・柿,豚しゃぶ・野菜サラダ,鮭の焼き物・ひじき煮,健康維持を目的とした献立,たんぱく質★★★★★ 野菜★★★★★ 食物繊維★★★★★,よく噛んで食べましょう
389,40,49,なし,2200,★★,冬,和食,玄米ご飯・卵焼き・味噌汁,親子丼・サラダ,さばの塩焼き・冷奴,魚と肉を組み合わせた献立,たんぱく質★★★★★ 野菜★★★★☆ バランス★★★★★,魚料理を定期的に取り入れましょう
390,40,49,なし,2100,★★,通年,和食,ご飯・納豆・味噌汁・オレンジ,鶏肉の照り焼き・野菜サラダ,あじの南蛮漬け・豆腐,継続しやすい健康献立,たんぱく質★★★★★ 野菜★★★★★ バランス★★★★★,体重管理を意識しましょう
391,40,49,なし,1900,★,春,和食,玄米ご飯・納豆・味噌汁・いちご,鶏肉の蒸し料理・サラダ,鮭鍋・野菜料理,抗酸化食品を含む献立,たんぱく質★★★★★ 野菜★★★★★ バランス★★★★★,野菜を毎食摂りましょう
392,40,49,なし,2000,★★,夏,和食,ご飯・卵・豆腐味噌汁・桃,豚しゃぶ・野菜サラダ,白身魚料理・冷奴,暑い時期でも食べやすい献立,たんぱく質★★★★☆ 野菜★★★★★ バランス★★★★★,水分補給も意識しましょう
393,40,49,なし,2300,★★★,秋,和食,玄米ご飯・納豆・味噌汁・梨,鶏肉料理・野菜炒め,鮭の焼き物・豆腐,エネルギー確保と健康維持を両立した献立,たんぱく質★★★★★ 野菜★★★★★ エネルギー★★★★★,食べ過ぎには注意しましょう
394,40,49,なし,1800,★,冬,和食,ご飯・納豆・味噌汁・みかん,鶏ささみ丼・サラダ,豆腐ハンバーグ・野菜スープ,低脂質で健康的な献立,たんぱく質★★★★☆ 野菜★★★★★ バランス★★★★★,無理な減量は避けましょう
395,40,49,なし,2100,★★,通年,中華,ご飯・卵スープ・ヨーグルト,八宝菜・ご飯,蒸し鶏・野菜炒め,油を調整した中華献立,たんぱく質★★★★☆ 野菜★★★★★ バランス★★★★☆,外食時の量に注意しましょう
396,40,49,なし,2200,★★,春,和食,ご飯・納豆・味噌汁・オレンジ,豚肉と野菜炒め,さばの塩焼き・冷奴,バランスの良い和食献立,たんぱく質★★★★★ 野菜★★★★☆ 脂質管理★★★★★,食物繊維を意識しましょう
397,40,49,なし,2300,★★★,夏,洋食,全粒パン・卵・ヨーグルト,チキンステーキ・サラダ,魚のグリル・野菜スープ,活動量に合わせた献立,たんぱく質★★★★★ 野菜★★★★★ バランス★★★★☆,適度な運動を行いましょう
398,40,49,なし,2000,★,秋,和食,玄米ご飯・納豆・味噌汁・柿,鶏むね肉料理・野菜サラダ,ぶり大根・小松菜のおひたし,中年期の健康維持献立,たんぱく質★★★★★ 野菜★★★★★ バランス★★★★★,生活習慣を見直しましょう
399,40,49,なし,2300,★★,冬,和食,ご飯・卵・納豆・味噌汁,豚しゃぶ・ご飯・サラダ,鮭鍋・豆腐料理,体力維持を考えた献立,たんぱく質★★★★★ 野菜★★★★★ エネルギー★★★★☆,睡眠と食事リズムを整えましょう
400,40,49,なし,2100,★★,春,和食,ご飯・納豆・味噌汁・果物,鶏肉の照り焼き・野菜サラダ,さばのレモン焼き・冷奴,長期的に続けやすい健康献立,たんぱく質★★★★★ 野菜★★★★★ バランス★★★★★,定期的に健康チェックをしましょう
401,40,49,なし,1900,★,春,和食,玄米ご飯・納豆・減塩味噌汁・いちご,鶏むね肉の蒸し焼き・野菜サラダ,鮭の塩焼き・豆腐・ひじき煮,筋肉維持と健康管理を意識した献立,たんぱく質★★★★★ 野菜★★★★★ バランス★★★★★,毎食たんぱく質を取り入れましょう
402,40,49,なし,2000,★,夏,和食,ご飯・卵焼き・納豆・味噌汁,豚しゃぶサラダ・ご飯,白身魚の焼き物・野菜煮物,生活習慣病予防を考えた献立,たんぱく質★★★★★ 野菜★★★★★ バランス★★★★★,野菜量を意識しましょう
403,40,49,なし,2100,★★,秋,和食,玄米ご飯・豆腐味噌汁・ヨーグルト・柿,鶏肉と野菜炒め・ご飯,ぶり大根・小松菜のおひたし,食物繊維を確保した健康維持献立,たんぱく質★★★★★ 野菜★★★★★ 食物繊維★★★★★,旬の食材を楽しみましょう
404,40,49,なし,2200,★★,冬,和食,ご飯・納豆・卵・味噌汁,豚肉の生姜焼き・キャベツ,鶏鍋・野菜料理,体温維持と栄養補給を考えた献立,たんぱく質★★★★★ 野菜★★★★★ バランス★★★★☆,汁物の塩分に注意しましょう
405,40,49,なし,2300,★★,通年,洋食,全粒パン・卵・ヨーグルト,鶏肉のトマト煮・サラダ,白身魚のグリル・野菜スープ,脂質を抑えた洋風健康献立,たんぱく質★★★★★ 野菜★★★★★ 脂質管理★★★★★,調理方法を工夫しましょう
406,40,49,なし,1800,★,春,和食,オートミール・牛乳・バナナ,鶏ささみサラダ・ご飯,豆腐ハンバーグ・野菜スープ,摂取量を調整した健康献立,たんぱく質★★★★☆ 野菜★★★★★ バランス★★★★★,間食を見直しましょう
407,40,49,なし,2000,★★,夏,和食,ご飯・納豆・味噌汁・りんご,豚しゃぶ・野菜サラダ,鮭の焼き物・ひじき煮,抗酸化食品を含む献立,たんぱく質★★★★★ 野菜★★★★★ バランス★★★★★,果物は適量摂取しましょう
408,40,49,なし,2200,★★,秋,和食,玄米ご飯・卵焼き・味噌汁,親子丼・サラダ,さばの塩焼き・冷奴,魚と肉をバランスよく摂れる献立,たんぱく質★★★★★ 野菜★★★★☆ バランス★★★★★,青魚を取り入れましょう
409,40,49,なし,2100,★★,冬,和食,ご飯・納豆・味噌汁・みかん,鶏肉の照り焼き・野菜サラダ,あじの南蛮漬け・豆腐,継続しやすい家庭料理献立,たんぱく質★★★★★ 野菜★★★★★ バランス★★★★★,食事時間を整えましょう
410,40,49,なし,2300,★★★,通年,和食,玄米ご飯・納豆・味噌汁,豚しゃぶ・野菜サラダ,鮭のホイル焼き・野菜煮物,活動量に対応した献立,たんぱく質★★★★★ 野菜★★★★★ エネルギー★★★★★,運動習慣を続けましょう
411,40,49,なし,1900,★,春,和食,ご飯・卵・納豆・味噌汁・いちご,鶏肉料理・野菜サラダ,白身魚料理・豆腐,栄養バランス重視の献立,たんぱく質★★★★★ 野菜★★★★★ バランス★★★★★,朝食を大切にしましょう
412,40,49,なし,2000,★★,夏,和食,玄米ご飯・納豆・味噌汁・桃,豚しゃぶ・野菜料理,鮭の焼き物・冷奴,夏場でも栄養を確保する献立,たんぱく質★★★★★ 野菜★★★★★ バランス★★★★★,水分補給も行いましょう
413,40,49,なし,2300,★★★,秋,和食,ご飯・卵焼き・味噌汁・梨,鶏肉と野菜炒め,ぶり大根・野菜料理,エネルギー不足を防ぐ献立,たんぱく質★★★★★ 野菜★★★★★ エネルギー★★★★★,食事量を急に減らさないようにしましょう
414,40,49,なし,1800,★,冬,和食,ご飯・納豆・味噌汁・みかん,鶏ささみ丼・サラダ,豆腐ハンバーグ・野菜スープ,低脂質で健康的な献立,たんぱく質★★★★☆ 野菜★★★★★ バランス★★★★★,体重管理を意識しましょう
415,40,49,なし,2100,★★,通年,中華,ご飯・卵スープ・ヨーグルト,八宝菜・ご飯,蒸し鶏・野菜炒め,油を控えた中華献立,たんぱく質★★★★☆ 野菜★★★★★ バランス★★★★☆,外食時の油量に注意しましょう
416,40,49,なし,2200,★★,春,和食,ご飯・納豆・味噌汁・オレンジ,豚肉と野菜炒め,さばの塩焼き・冷奴,栄養素を幅広く摂れる献立,たんぱく質★★★★★ 野菜★★★★☆ 脂質管理★★★★★,食物繊維を増やしましょう
417,40,49,なし,2300,★★★,夏,洋食,全粒パン・卵・ヨーグルト,チキンステーキ・サラダ,魚のグリル・野菜スープ,活動的な人向け健康献立,たんぱく質★★★★★ 野菜★★★★★ バランス★★★★☆,適度な運動を継続しましょう
418,40,49,なし,2000,★,秋,和食,玄米ご飯・納豆・味噌汁・柿,鶏むね肉料理・野菜サラダ,ぶり大根・小松菜のおひたし,中年期の健康維持献立,たんぱく質★★★★★ 野菜★★★★★ バランス★★★★★,生活習慣を見直しましょう
419,40,49,なし,2300,★★,冬,和食,ご飯・卵・納豆・味噌汁,豚しゃぶ・ご飯・サラダ,鮭鍋・豆腐料理,体力維持を目的とした献立,たんぱく質★★★★★ 野菜★★★★★ エネルギー★★★★☆,睡眠と食事のリズムを整えましょう
420,40,49,なし,2100,★★,春,和食,ご飯・納豆・味噌汁・果物,鶏肉の照り焼き・野菜サラダ,さばのレモン焼き・冷奴,長期的に続けやすい健康献立,たんぱく質★★★★★ 野菜★★★★★ バランス★★★★★,定期的に健康状態を確認しましょう
421,40,49,高血圧,1800,★,春,和食,玄米ご飯・納豆・減塩味噌汁・いちご,鶏むね肉の蒸し焼き・野菜サラダ,鮭の塩焼き・豆腐・ひじき煮,減塩と栄養バランスを意識した献立,たんぱく質★★★★★ 野菜★★★★★ 塩分管理★★★★★,だしや香味野菜で薄味を補いましょう
422,40,49,高血圧,1900,★,夏,和食,ご飯・卵焼き・納豆・減塩味噌汁,豚しゃぶサラダ・ご飯,白身魚の焼き物・野菜煮物,血圧管理を考えた家庭料理,たんぱく質★★★★★ 野菜★★★★★ 塩分管理★★★★★,加工食品の塩分に注意しましょう
423,40,49,高血圧,2000,★★,秋,和食,玄米ご飯・豆腐味噌汁・ヨーグルト・柿,鶏肉と野菜炒め・ご飯,ぶり大根・小松菜のおひたし,食物繊維豊富な減塩献立,たんぱく質★★★★★ 野菜★★★★★ 塩分管理★★★★★,野菜を毎食取り入れましょう
424,40,49,高血圧,2100,★★,冬,和食,ご飯・納豆・卵・減塩味噌汁,豚肉の生姜焼き・キャベツ,鶏鍋・野菜料理,冬でも塩分を抑えた献立,たんぱく質★★★★★ 野菜★★★★★ 塩分管理★★★★☆,汁物は飲み過ぎないようにしましょう
425,40,49,高血圧,2200,★★,通年,洋食,全粒パン・卵・ヨーグルト,鶏肉のトマト煮・サラダ,白身魚のグリル・野菜スープ,洋食でも減塩できる献立,たんぱく質★★★★★ 野菜★★★★★ 塩分管理★★★★★,調味料の量を調整しましょう
426,40,49,高血圧,2300,★★★,春,和食,ご飯・納豆・卵・味噌汁,鶏肉丼・野菜サラダ,鮭のホイル焼き・冷奴,活動量に合わせた血圧管理献立,たんぱく質★★★★★ 野菜★★★★☆ 塩分管理★★★★★,体重管理も意識しましょう
427,40,49,高血圧,1800,★,夏,和食,オートミール・牛乳・バナナ,鶏ささみサラダ・ご飯,豆腐ハンバーグ・野菜スープ,低塩で栄養を確保した献立,たんぱく質★★★★☆ 野菜★★★★★ 塩分管理★★★★★,外食時は汁物を控えましょう
428,40,49,高血圧,2000,★★,秋,和食,ご飯・納豆・味噌汁・りんご,豚しゃぶ・野菜サラダ,鮭の焼き物・ひじき煮,魚と野菜を取り入れた献立,たんぱく質★★★★★ 野菜★★★★★ 塩分管理★★★★★,果物も適量摂取しましょう
429,40,49,高血圧,2200,★★,冬,和食,玄米ご飯・卵焼き・減塩味噌汁,親子丼・サラダ,さばの塩焼き・冷奴,血圧管理と満足感を両立した献立,たんぱく質★★★★★ 野菜★★★★☆ 塩分管理★★★★★,魚料理を習慣化しましょう
430,40,49,高血圧,2100,★★,通年,和食,ご飯・納豆・味噌汁・オレンジ,鶏肉の照り焼き・野菜サラダ,あじの南蛮漬け・豆腐,継続しやすい減塩献立,たんぱく質★★★★★ 野菜★★★★★ 塩分管理★★★★★,血圧を定期的に確認しましょう
431,40,49,高血圧,1900,★,春,和食,玄米ご飯・納豆・減塩味噌汁・いちご,鶏肉の蒸し料理・サラダ,鮭鍋・野菜料理,春野菜を活用した減塩献立,たんぱく質★★★★★ 野菜★★★★★ 塩分管理★★★★★,旬の野菜を取り入れましょう
432,40,49,高血圧,2000,★★,夏,和食,ご飯・卵・豆腐味噌汁・キウイ,豚しゃぶ・野菜サラダ,白身魚料理・冷奴,暑い季節でも続けやすい献立,たんぱく質★★★★☆ 野菜★★★★★ 塩分管理★★★★★,水分と塩分のバランスに注意しましょう
433,40,49,高血圧,2300,★★★,秋,和食,玄米ご飯・納豆・味噌汁・梨,鶏肉料理・野菜炒め,鮭の焼き物・豆腐,エネルギー確保と血圧管理を両立した献立,たんぱく質★★★★★ 野菜★★★★★ 塩分管理★★★★☆,食べ過ぎに注意しましょう
434,40,49,高血圧,1800,★,冬,和食,ご飯・納豆・減塩味噌汁・みかん,鶏ささみ丼・サラダ,豆腐ハンバーグ・野菜スープ,低塩で健康維持を考えた献立,たんぱく質★★★★☆ 野菜★★★★★ 塩分管理★★★★★,薄味に慣れることを意識しましょう
435,40,49,高血圧,2100,★★,通年,中華,ご飯・卵スープ,八宝菜・ご飯,蒸し鶏・野菜炒め,油と塩分を調整した中華献立,たんぱく質★★★★☆ 野菜★★★★★ 塩分管理★★★★☆,外食の塩分量に注意しましょう
436,40,49,高血圧,2200,★★,春,和食,ご飯・納豆・味噌汁・オレンジ,豚肉と野菜炒め,さばの塩焼き・冷奴,魚と肉をバランスよく摂る献立,たんぱく質★★★★★ 野菜★★★★☆ 塩分管理★★★★★,野菜量を増やしましょう
437,40,49,高血圧,2300,★★★,夏,洋食,全粒パン・卵・ヨーグルト,チキンステーキ・サラダ,魚のグリル・野菜スープ,活動量に合わせた献立,たんぱく質★★★★★ 野菜★★★★★ 塩分管理★★★★☆,適度な運動を行いましょう
438,40,49,高血圧,2000,★,秋,和食,玄米ご飯・納豆・味噌汁・柿,鶏むね肉料理・野菜サラダ,ぶり大根・小松菜のおひたし,生活習慣改善を意識した献立,たんぱく質★★★★★ 野菜★★★★★ 塩分管理★★★★★,食物繊維を意識しましょう
439,40,49,高血圧,2300,★★,冬,和食,ご飯・卵・納豆・減塩味噌汁,豚しゃぶ・ご飯・サラダ,鮭鍋・豆腐料理,体力維持と血圧管理を考えた献立,たんぱく質★★★★★ 野菜★★★★★ 塩分管理★★★★☆,体重管理を行いましょう
440,40,49,高血圧,2100,★★,春,和食,ご飯・納豆・味噌汁・果物,鶏肉の照り焼き・野菜サラダ,さばのレモン焼き・冷奴,長期継続しやすい血圧管理献立,たんぱく質★★★★★ 野菜★★★★★ 塩分管理★★★★★,毎日の減塩を続けましょう
441,40,49,高血圧,1900,★,春,和食,玄米ご飯・納豆・減塩味噌汁・いちご,鶏むね肉の蒸し焼き・野菜サラダ,鮭の塩焼き・豆腐・ひじき煮,減塩しながら筋肉維持を考えた献立,たんぱく質★★★★★ 野菜★★★★★ 塩分管理★★★★★,香辛料やだしで味を工夫しましょう
442,40,49,高血圧,2000,★,夏,和食,ご飯・卵焼き・納豆・減塩味噌汁,豚しゃぶサラダ・ご飯,白身魚の焼き物・野菜煮物,血圧管理を継続しやすい献立,たんぱく質★★★★★ 野菜★★★★★ 塩分管理★★★★★,醤油や味噌の量を控えめにしましょう
443,40,49,高血圧,2100,★★,秋,和食,玄米ご飯・豆腐味噌汁・ヨーグルト・柿,鶏肉と野菜炒め・ご飯,ぶり大根・小松菜のおひたし,野菜量を確保した減塩献立,たんぱく質★★★★★ 野菜★★★★★ 塩分管理★★★★★,カリウムを含む食品を取り入れましょう
444,40,49,高血圧,2200,★★,冬,和食,ご飯・納豆・卵・減塩味噌汁,豚肉の生姜焼き・キャベツ,鶏鍋・野菜料理,冬でも塩分を抑えた温かい献立,たんぱく質★★★★★ 野菜★★★★★ 塩分管理★★★★☆,鍋の汁は飲み干さないようにしましょう
445,40,49,高血圧,2300,★★,通年,洋食,全粒パン・卵・ヨーグルト,鶏肉のトマト煮・サラダ,白身魚のグリル・野菜スープ,洋風でも減塩を意識した献立,たんぱく質★★★★★ 野菜★★★★★ 塩分管理★★★★★,ドレッシングは少量にしましょう
446,40,49,高血圧,1800,★,春,和食,オートミール・牛乳・バナナ,鶏ささみサラダ・ご飯,豆腐ハンバーグ・野菜スープ,低カロリーでも栄養を確保した献立,たんぱく質★★★★☆ 野菜★★★★★ 塩分管理★★★★★,食事量を極端に減らさないようにしましょう
447,40,49,高血圧,2000,★★,夏,和食,ご飯・納豆・味噌汁・りんご,豚しゃぶ・野菜サラダ,鮭の焼き物・ひじき煮,魚と野菜を組み合わせた献立,たんぱく質★★★★★ 野菜★★★★★ 塩分管理★★★★★,魚料理を週数回取り入れましょう
448,40,49,高血圧,2200,★★,秋,和食,玄米ご飯・卵焼き・減塩味噌汁,親子丼・サラダ,さばの塩焼き・冷奴,満足感と減塩を両立した献立,たんぱく質★★★★★ 野菜★★★★☆ 塩分管理★★★★★,よく噛んで食べましょう
449,40,49,高血圧,2100,★★,冬,和食,ご飯・納豆・味噌汁・みかん,鶏肉の照り焼き・野菜サラダ,あじの南蛮漬け・豆腐,家庭で続けやすい血圧管理献立,たんぱく質★★★★★ 野菜★★★★★ 塩分管理★★★★★,毎日の血圧測定を習慣化しましょう
450,40,49,高血圧,2300,★★★,通年,和食,玄米ご飯・納豆・味噌汁,豚しゃぶ・野菜サラダ,鮭のホイル焼き・野菜煮物,活動量に合わせた献立,たんぱく質★★★★★ 野菜★★★★★ 塩分管理★★★★☆,運動習慣も意識しましょう
451,40,49,高血圧,1900,★,春,和食,ご飯・卵・納豆・味噌汁・いちご,鶏肉料理・野菜サラダ,白身魚料理・豆腐,春野菜を活用した献立,たんぱく質★★★★★ 野菜★★★★★ 塩分管理★★★★★,旬の食材で減塩しましょう
452,40,49,高血圧,2000,★★,夏,和食,玄米ご飯・納豆・味噌汁・桃,豚しゃぶ・野菜料理,鮭の焼き物・冷奴,夏でも続けやすい献立,たんぱく質★★★★★ 野菜★★★★★ 塩分管理★★★★★,水分補給も忘れないようにしましょう
453,40,49,高血圧,2300,★★★,秋,和食,ご飯・卵焼き・味噌汁・梨,鶏肉と野菜炒め,ぶり大根・野菜料理,栄養不足を防ぐ血圧管理献立,たんぱく質★★★★★ 野菜★★★★★ 塩分管理★★★★☆,食事量を調整しましょう
454,40,49,高血圧,1800,★,冬,和食,ご飯・納豆・減塩味噌汁・みかん,鶏ささみ丼・サラダ,豆腐ハンバーグ・野菜スープ,低塩で健康維持を考えた献立,たんぱく質★★★★☆ 野菜★★★★★ 塩分管理★★★★★,薄味を習慣化しましょう
455,40,49,高血圧,2100,★★,通年,中華,ご飯・卵スープ,八宝菜・ご飯,蒸し鶏・野菜炒め,塩分と油を調整した中華献立,たんぱく質★★★★☆ 野菜★★★★★ 塩分管理★★★★☆,外食時の味付けに注意しましょう
456,40,49,高血圧,2200,★★,春,和食,ご飯・納豆・味噌汁・オレンジ,豚肉と野菜炒め,さばの塩焼き・冷奴,魚と肉のバランスを考えた献立,たんぱく質★★★★★ 野菜★★★★☆ 塩分管理★★★★★,野菜料理を追加しましょう
457,40,49,高血圧,2300,★★★,夏,洋食,全粒パン・卵・ヨーグルト,チキンステーキ・サラダ,魚のグリル・野菜スープ,活動量を考えた健康献立,たんぱく質★★★★★ 野菜★★★★★ 塩分管理★★★★☆,適度な運動を行いましょう
458,40,49,高血圧,2000,★,秋,和食,玄米ご飯・納豆・味噌汁・柿,鶏むね肉料理・野菜サラダ,ぶり大根・小松菜のおひたし,生活習慣改善を意識した献立,たんぱく質★★★★★ 野菜★★★★★ 塩分管理★★★★★,食物繊維を意識しましょう
459,40,49,高血圧,2300,★★,冬,和食,ご飯・卵・納豆・減塩味噌汁,豚しゃぶ・ご飯・サラダ,鮭鍋・豆腐料理,体力維持と血圧管理を両立した献立,たんぱく質★★★★★ 野菜★★★★★ 塩分管理★★★★☆,体重管理も行いましょう
460,40,49,高血圧,2100,★★,春,和食,ご飯・納豆・味噌汁・果物,鶏肉の照り焼き・野菜サラダ,さばのレモン焼き・冷奴,長期継続しやすい減塩献立,たんぱく質★★★★★ 野菜★★★★★ 塩分管理★★★★★,毎日の減塩を継続しましょう
461,40,49,糖尿病,1800,★,春,和食,玄米ご飯・納豆・減塩味噌汁・ゆで卵,鶏むね肉の照り焼き・野菜サラダ・雑穀ご飯,鮭の塩焼き・豆腐・ひじき煮,血糖値の安定を意識した献立,たんぱく質★★★★★ 野菜★★★★★ 糖質管理★★★★★,食物繊維を先に摂りましょう
462,40,49,糖尿病,1900,★,夏,和食,雑穀ご飯・納豆・味噌汁・ヨーグルト,豚しゃぶサラダ・玄米ご飯,白身魚の焼き物・野菜煮物,糖質量を調整した献立,たんぱく質★★★★★ 野菜★★★★★ 糖質管理★★★★★,甘い飲料を控えましょう
463,40,49,糖尿病,2000,★★,秋,和食,玄米ご飯・豆腐味噌汁・卵・りんご,鶏肉と野菜炒め・雑穀ご飯,ぶり大根・小松菜のおひたし,食物繊維を確保した血糖管理献立,たんぱく質★★★★★ 野菜★★★★★ 食物繊維★★★★★,野菜から食べ始めましょう
464,40,49,糖尿病,2100,★★,冬,和食,雑穀ご飯・納豆・味噌汁,豚肉の生姜焼き・キャベツ・ご飯,鶏鍋・野菜料理,エネルギーと血糖管理を両立した献立,たんぱく質★★★★★ 野菜★★★★★ 糖質管理★★★★☆,食事時間を一定にしましょう
465,40,49,糖尿病,2200,★★,通年,洋食,全粒パン・卵・ヨーグルト,鶏肉のトマト煮・サラダ,白身魚のグリル・野菜スープ,糖質を調整した洋風献立,たんぱく質★★★★★ 野菜★★★★★ 糖質管理★★★★★,パンの量に注意しましょう
466,40,49,糖尿病,2300,★★★,春,和食,玄米ご飯・納豆・卵・味噌汁,鶏肉丼（雑穀米）・野菜サラダ,鮭のホイル焼き・冷奴,活動量に合わせた糖尿病予防献立,たんぱく質★★★★★ 野菜★★★★☆ 糖質管理★★★★★,運動も取り入れましょう
467,40,49,糖尿病,1800,★,夏,和食,オートミール・牛乳・バナナ少量,鶏ささみサラダ・雑穀ご飯,豆腐ハンバーグ・野菜スープ,低糖質ではなく適正糖質を意識した献立,たんぱく質★★★★☆ 野菜★★★★★ 糖質管理★★★★★,果物は量を調整しましょう
468,40,49,糖尿病,2000,★★,秋,和食,玄米ご飯・納豆・味噌汁・梨少量,豚しゃぶ・野菜サラダ・ご飯,鮭の焼き物・ひじき煮,血糖変動を抑える献立,たんぱく質★★★★★ 野菜★★★★★ 食物繊維★★★★★,食べ過ぎを避けましょう
